,player_name,season,headcoach,generalmanager,arena,nickname
0,Royce O'Neale,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
1,Bojan Bogdanovic,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
2,Rudy Gobert,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
3,Donovan Mitchell,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
4,Mike Conley,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
5,Joe Ingles,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
6,Ed Davis,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
7,Jeff Green,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
8,Dante Exum,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
9,Emmanuel Mudiay,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
10,Georges Niang,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
11,Tony Bradley,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
12,Nigel Williams-Goss,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
13,Miye Oni,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
14,Juwan Morgan,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
15,Stanton Kidd,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
16,Justin Wright-Foreman,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
17,Jarrell Brantley,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
18,Kyle Collinsworth,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
19,William Howard,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
20,Trevon Bluiett,2019,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
21,Joe Ingles,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
22,Jae Crowder,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
23,Rudy Gobert,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
24,Donovan Mitchell,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
25,Ricky Rubio,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
26,Royce O'Neale,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
27,Thabo Sefolosha,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
28,Georges Niang,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
29,Derrick Favors,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
30,Grayson Allen,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
31,Kyle Korver,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
32,Raul Neto,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
33,Ekpe Udoh,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
34,Naz Mitrou-Long,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
35,Tony Bradley,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
36,Tyler Cavanaugh,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
37,Dante Exum,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
38,Alec Burks,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
39,Jairus Lyles,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
40,Isaiah Cousins,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
41,Isaac Haas,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
42,Trey Lewis,2018,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
43,Joe Ingles,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
44,Jae Crowder,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
45,Rudy Gobert,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
46,Royce O'Neale,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
47,Donovan Mitchell,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
48,Raul Neto,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
49,Derrick Favors,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
50,Alec Burks,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
51,Jonas Jerebko,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
52,Tony Bradley,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
53,David Stockton,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
54,Ekpe Udoh,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
55,Dante Exum,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
56,Ricky Rubio,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
57,Georges Niang,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
58,Erik McCree,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
59,Naz Mitrou-Long,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
60,Rodney Hood,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
61,Joe Johnson,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
62,Thabo Sefolosha,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
63,Nate Wolters,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
64,Joel Bolomboy,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
65,Torian Graham,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
66,Eric Griffin,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
67,Taylor Braun,2017,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
68,Gordon Hayward,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
69,Boris Diaw,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
70,Rudy Gobert,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
71,Joe Ingles,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
72,Shelvin Mack,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
73,Joe Johnson,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
74,Rodney Hood,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
75,Raul Neto,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
76,Dante Exum,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
77,Derrick Favors,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
78,Trey Lyles,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
79,Joel Bolomboy,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
80,Jeff Withey,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
81,George Hill,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
82,Alec Burks,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
83,Chris Johnson,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
84,Henry Sims,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
85,Marcus Paige,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
86,Eric Dawson,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
87,Quincy Ford,2016,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
88,Gordon Hayward,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
89,Trey Lyles,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
90,Jeff Withey,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
91,Rodney Hood,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
92,Shelvin Mack,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
93,Raul Neto,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
94,Trevor Booker,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
95,Joe Ingles,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
96,Chris Johnson,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
97,Trey Burke,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
98,Alec Burks,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
99,Derrick Favors,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
100,Tibor Pleiss,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
101,Rudy Gobert,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
102,Erick Green,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
103,JJ O'Brien,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
104,Elijah Millsap,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
105,Dante Exum,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
106,Treveon Graham,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
107,Bryce Cotton,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
108,Jack Cooley,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
109,Grant Jerrett,2015,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
110,Joe Ingles,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
111,Derrick Favors,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
112,Rudy Gobert,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
113,Rodney Hood,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
114,Dante Exum,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
115,Trey Burke,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
116,Jeremy Evans,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
117,Elijah Millsap,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
118,Chris Johnson,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
119,Bryce Cotton,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
120,Jack Cooley,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
121,Grant Jerrett,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
122,Trevor Booker,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
123,Gordon Hayward,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
124,Ian Clark,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
125,Jerrelle Benimon,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
126,Enes Kanter,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
127,Steve Novak,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
128,Elliot Williams,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
129,Toure' Murry,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
130,Patrick Christopher,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
131,Alec Burks,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
132,Carrick Felix,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
133,Brock Motum,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
134,Dahntay Jones,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
135,Dee Bost,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
136,Kevin Murphy,2014,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
137,Gordon Hayward,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
138,Derrick Favors,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
139,Jeremy Evans,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
140,Alec Burks,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
141,Trey Burke,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
142,Malcolm Thomas,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
143,Richard Jefferson,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
144,Diante Garrett,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
145,Rudy Gobert,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
146,Ian Clark,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
147,John Lucas III,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
148,Erik Murphy,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
149,Brandon Rush,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
150,Enes Kanter,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
151,Marvin Williams,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
152,Andris Biedrins,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
153,Mike Harris,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
154,Jamaal Tinsley,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
155,Brian Cook,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
156,Dominic McGuire,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
157,Justin Holiday,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
158,Lester Hudson,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
159,Scott Machado,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
160,Dwayne Jones,2013,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
161,Gordon Hayward,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
162,Paul Millsap,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
163,Al Jefferson,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
164,Randy Foye,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
165,Mo Williams,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
166,Derrick Favors,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
167,Marvin Williams,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
168,Jamaal Tinsley,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
169,Alec Burks,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
170,Jeremy Evans,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
171,DeMarre Carroll,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
172,Kevin Murphy,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
173,Earl Watson,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
174,Jerel McNeal,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
175,Enes Kanter,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
176,Travis Leslie,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
177,Chris Quinn,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
178,Darnell Jackson,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
179,Brian Butch,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
180,Trey Gilder,2012,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
181,Paul Millsap,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
182,Derrick Favors,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
183,Al Jefferson,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
184,Gordon Hayward,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
185,Devin Harris,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
186,Alec Burks,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
187,Josh Howard,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
188,Enes Kanter,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
189,Jamaal Tinsley,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
190,DeMarre Carroll,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
191,Blake Ahearn,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
192,Raja Bell,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
193,Jeremy Evans,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
194,CJ Miles,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
195,Earl Watson,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
196,Mehmet Okur,2011,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
197,Paul Millsap,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
198,Derrick Favors,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
199,Al Jefferson,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
200,Gordon Hayward,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
201,Devin Harris,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
202,Francisco Elson,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
203,Earl Watson,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
204,Jeremy Evans,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
205,Raja Bell,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
206,Kyrylo Fesenko,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
207,CJ Miles,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
208,Ronnie Price,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
209,Andrei Kirilenko,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
210,Kyle Weaver,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
211,Marcus Cousin,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
212,Deron Williams,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
213,Mehmet Okur,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
214,Ryan Thompson,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
215,Demetris Nichols,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
216,Othyus Jeffers,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
217,Sundiata Gaines,2010,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
218,CJ Miles,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
219,Carlos Boozer,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
220,Kyrylo Fesenko,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
221,Wesley Matthews,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
222,Deron Williams,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
223,Paul Millsap,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
224,Andrei Kirilenko,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
225,Kyle Korver,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
226,Ronnie Price,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
227,Kosta Koufos,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
228,Othyus Jeffers,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
229,Sundiata Gaines,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
230,Mehmet Okur,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
231,Ronnie Brewer,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
232,Eric Maynor,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
233,Ronald Dupree,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
234,Goran Suton,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
235,Alexander Johnson,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
236,Spencer Nelson,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
237,Wesley Matthews,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
238,Wesley Matthews,2009,Quin Snyder,Dennis Lindsey,Vivint Smart Home Arena,Jazz
239,Tobias Harris,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
240,Al Horford,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
241,Joel Embiid,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
242,Furkan Korkmaz,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
243,Ben Simmons,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
244,James Ennis III,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
245,Mike Scott,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
246,Raul Neto,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
247,Matisse Thybulle,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
248,Shake Milton,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
249,Kyle O'Quinn,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
250,Norvel Pelle,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
251,Trey Burke,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
252,Zhaire Smith,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
253,Marial Shayok,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
254,Josh Richardson,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
255,Jonah Bolden,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
256,Haywood Highsmith,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
257,Christ Koumadje,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
258,Isaiah Miles,2019,Brett Brown,Elton Brand,Wells Fargo Center,76ers
259,Jimmy Butler,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
260,Tobias Harris,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
261,Joel Embiid,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
262,JJ Redick,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
263,Ben Simmons,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
264,James Ennis III,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
265,Greg Monroe,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
266,Mike Scott,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
267,Jonah Bolden,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
268,Amir Johnson,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
269,Boban Marjanovic,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
270,T.J. McConnell,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
271,Jonathon Simmons,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
272,Furkan Korkmaz,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
273,Zhaire Smith,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
274,Shake Milton,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
275,Haywood Highsmith,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
276,Justin Patton,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
277,Mike Muscala,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
278,Landry Shamet,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
279,Corey Brewer,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
280,Wilson Chandler,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
281,Demetrius Jackson,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
282,Markelle Fultz,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
283,Robert Covington,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
284,Dario Saric,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
285,Emeka Okafor,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
286,Anthony Brown,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
287,Jerryd Bayless,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
288,Norvel Pelle,2018,Brett Brown,Elton Brand,Wells Fargo Center,76ers
289,JJ Redick,2017,Brett Brown,Elton Brand,Wells Fargo Center,76ers
290,Dario Saric,2017,Brett Brown,Elton Brand,Wells Fargo Center,76ers
