,player_name,season,headcoach,generalmanager,arena,nickname
3147,Spencer Dinwiddie,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3148,Dzanan Musa,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3149,DeAndre Jordan,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3150,Iman Shumpert,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3151,David Nwaba,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3152,Theo Pinson,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3153,Nicolas Claxton,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3154,Henry Ellenson,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3155,Timothe Luwawu-Cabarrot,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3156,Rodions Kurucs,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3157,Kyrie Irving,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3158,Caris LeVert,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3159,Wilson Chandler,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3160,Devin Cannady,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3161,Kevin Durant,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3162,CJ Massinburg,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3163,Lance Thomas,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3164,C.J. Williams,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3165,Deng Adel,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3166,John Egbunu,2019,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3167,Joe Harris,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3168,Jared Dudley,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3169,Jarrett Allen,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3170,Caris LeVert,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3171,D'Angelo Russell,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3172,Treveon Graham,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3173,Spencer Dinwiddie,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3174,Rondae Hollis-Jefferson,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3175,DeMarre Carroll,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3176,Rodions Kurucs,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3177,Shabazz Napier,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3178,Theo Pinson,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3179,Dzanan Musa,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3180,Ed Davis,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3181,Alan Williams,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3182,Allen Crabbe,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3183,Tahjere McCall,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3184,Mitchell Creek,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3185,Kenneth Faried,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3186,Jordan McLaughlin,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3187,Nuni Omot,2018,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3188,Allen Crabbe,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3189,Rondae Hollis-Jefferson,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3190,Jarrett Allen,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3191,Caris LeVert,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3192,D'Angelo Russell,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3193,Nik Stauskas,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3194,Quincy Acy,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3195,Dante Cunningham,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3196,Milton Doyle,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3197,James Webb III,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3198,Timofey Mozgov,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3199,Joe Harris,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3200,Jahlil Okafor,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3201,Spencer Dinwiddie,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3202,DeMarre Carroll,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3203,Isaiah Whitehead,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3204,Rashad Vaughn,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3205,Tyler Zeller,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3206,Jacob Wiley,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3207,Yakuba Ouattara,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3208,Trevor Booker,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3209,Sean Kilpatrick,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3210,Jeremy Lin,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3211,Akil Mitchell,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3212,Jeremy Senglin,2017,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3213,Caris LeVert,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3214,Rondae Hollis-Jefferson,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3215,Justin Hamilton,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3216,Randy Foye,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3217,Spencer Dinwiddie,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3218,Isaiah Whitehead,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3219,Andrew Nicholson,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3220,Archie Goodwin,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3221,KJ McDaniels,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3222,Trevor Booker,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3223,Jeremy Lin,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3224,Brook Lopez,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3225,Quincy Acy,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3226,Sean Kilpatrick,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3227,Joe Harris,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3228,Luis Scola,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3229,Bojan Bogdanovic,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3230,Chris McCullough,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3231,Anthony Bennett,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3232,Yogi Ferrell,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3233,Greivis Vasquez,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3234,Jorge Gutierrez,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3235,Chase Budinger,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3236,Beau Beech,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3237,Egidijus Mockevicius,2016,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3238,Bojan Bogdanovic,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3239,Chris McCullough,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3240,Henry Sims,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3241,Wayne Ellington,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3242,Shane Larkin,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3243,Rondae Hollis-Jefferson,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3244,Sean Kilpatrick,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3245,Markel Brown,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3246,Donald Sloan,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3247,Sergey Karasev,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3248,Brook Lopez,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3249,Thomas Robinson,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3250,Willie Reed,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3251,Thaddeus Young,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3252,Joe Johnson,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3253,Andrea Bargnani,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3254,Jarrett Jack,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3255,Justin Harper,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3256,Dahntay Jones,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3257,Ryan Boatright,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3258,Chris Daniels,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3259,Quincy Miller,2015,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3260,Joe Johnson,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3261,Thaddeus Young,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3262,Brook Lopez,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3263,Bojan Bogdanovic,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3264,Deron Williams,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3265,Mason Plumlee,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3266,Jarrett Jack,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3267,Alan Anderson,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3268,Mirza Teletovic,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3269,Jerome Jordan,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3270,Darius Morris,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3271,Earl Clark,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3272,Markel Brown,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3273,Cory Jefferson,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3274,Sergey Karasev,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3275,Kevin Garnett,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3276,Brandon Davies,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3277,Jorge Gutierrez,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3278,Andrei Kirilenko,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3279,Marquis Teague,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3280,Willie Reed,2014,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3281,Joe Johnson,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3282,Paul Pierce,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3283,Kevin Garnett,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3284,Shaun Livingston,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3285,Deron Williams,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3286,Alan Anderson,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3287,Andray Blatche,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3288,Mirza Teletovic,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3289,Andrei Kirilenko,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3290,Marcus Thornton,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3291,Jason Collins,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3292,Jorge Gutierrez,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3293,Mason Plumlee,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3294,Marquis Teague,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3295,Jason Terry,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3296,Reggie Evans,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3297,Tornike Shengelia,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3298,Tyshawn Taylor,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3299,Brook Lopez,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3300,Chris Johnson,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3301,Gary Forbes,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3302,Marko Jaric,2013,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3303,Gerald Wallace,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3304,Reggie Evans,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3305,Brook Lopez,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3306,Joe Johnson,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3307,Deron Williams,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3308,Andray Blatche,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3309,MarShon Brooks,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3310,Kris Humphries,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3311,C.J. Watson,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3312,Keith Bogans,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3313,Jerry Stackhouse,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3314,Tyshawn Taylor,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3315,Mirza Teletovic,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3316,Kris Joseph,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3317,Tornike Shengelia,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3318,Damion James,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3319,Josh Childress,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3320,Stephen Dennis,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3321,Carleton Scott,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3322,James Mays,2012,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3323,Gerald Green,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3324,DeShawn Stevenson,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3325,Jordan Williams,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3326,MarShon Brooks,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3327,Sundiata Gaines,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3328,Johan Petro,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3329,Armon Johnson,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3330,Anthony Morrow,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3331,Jordan Farmar,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3332,Kris Humphries,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3333,Gerald Wallace,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3334,Deron Williams,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3335,Shelden Williams,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3336,Dennis Horner,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3337,Jerry Smith,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3338,Brook Lopez,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3339,Mehmet Okur,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3340,Damion James,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3341,Andre Emmett,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3342,Shawne Williams,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3343,Keith Bogans,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3344,Larry Owens,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3345,Ime Udoka,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3346,Stephen Graham,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3347,JamesOn Curry,2011,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3348,Stephen Graham,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3349,Dan Gadzuric,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3350,Brook Lopez,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3351,Sasha Vujacic,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3352,Jordan Farmar,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3353,Johan Petro,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3354,Ben Uzoh,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3355,Travis Outlaw,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3356,Brandan Wright,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3357,Damion James,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3358,Anthony Morrow,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3359,Mario West,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3360,Kris Humphries,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3361,Deron Williams,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3362,Quinton Ross,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3363,Sundiata Gaines,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3364,Derrick Favors,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3365,Devin Harris,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3366,Orien Greene,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3367,Troy Murphy,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3368,Joe Smith,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3369,Terrence Williams,2010,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3370,Terrence Williams,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3371,Yi Jianlian,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3372,Brook Lopez,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3373,Courtney Lee,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3374,Devin Harris,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3375,Josh Boone,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3376,Chris Quinn,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3377,Chris Douglas-Roberts,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3378,Tony Battie,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3379,Trenton Hassell,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3380,Kris Humphries,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3381,Bobby Simmons,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3382,Keyon Dooling,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3383,Jarvis Hayes,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3384,Shawne Williams,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3385,Sean Williams,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3386,Eduardo Najera,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3387,Rafer Alston,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3388,Will Blalock,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3389,Bennet Davis,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3390,Brian Hamilton,2009,Kenny Atkinson,Sean Marks,Barclays Center,Nets
3391,Treveon Graham,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3392,Robert Covington,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3393,Karl-Anthony Towns,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3394,Jarrett Culver,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3395,Andrew Wiggins,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3396,Jeff Teague,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3397,Josh Okogie,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3398,Shabazz Napier,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3399,Keita Bates-Diop,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3400,Gorgui Dieng,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3401,Jordan Bell,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3402,Naz Reid,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3403,Noah Vonleh,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3404,Kelan Martin,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3405,Jaylen Nowell,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3406,Jake Layman,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3407,Jordan McLaughlin,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3408,Tyrone Wallace,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3409,Tyus Battle,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3410,Barry Brown,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3411,Jordan Murphy,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3412,Lindell Wigginton,2019,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3413,Andrew Wiggins,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3414,Dario Saric,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3415,Gorgui Dieng,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3416,Josh Okogie,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3417,Tyus Jones,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3418,Anthony Tolliver,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3419,Keita Bates-Diop,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3420,Cameron Reynolds,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3421,Jared Terrell,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3422,C.J. Williams,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3423,Mitchell Creek,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3424,Taj Gibson,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3425,Jerryd Bayless,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3426,Karl-Anthony Towns,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3427,Derrick Rose,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3428,Jeff Teague,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3429,Luol Deng,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3430,Isaiah Canaan,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3431,James Nunnally,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3432,Robert Covington,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3433,Jimmy Butler,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3434,Justin Patton,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3435,Darius Johnson-Odom,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3436,Jonathan Stark,2018,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3437,Andrew Wiggins,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3438,Taj Gibson,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3439,Karl-Anthony Towns,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3440,Jimmy Butler,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3441,Jeff Teague,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3442,Tyus Jones,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3443,Gorgui Dieng,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3444,Jamal Crawford,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3445,Nemanja Bjelica,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3446,Derrick Rose,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3447,Marcus Georges-Hunt,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3448,Cole Aldrich,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3449,Aaron Brooks,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3450,Justin Patton,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3451,Anthony Brown,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3452,Amile Jefferson,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3453,Shabazz Muhammad,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3454,Melo Trimble,2017,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3455,Andrew Wiggins,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3456,Gorgui Dieng,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3457,Karl-Anthony Towns,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3458,Brandon Rush,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3459,Kris Dunn,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3460,Omri Casspi,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3461,Shabazz Muhammad,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3462,Cole Aldrich,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3463,Tyus Jones,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3464,Adreian Payne,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3465,Nemanja Bjelica,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3466,Jordan Hill,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3467,Ricky Rubio,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3468,Lance Stephenson,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3469,Zach LaVine,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3470,John Lucas III,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3471,Rasual Butler,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
3472,Toure' Murry,2016,Ryan Saunders,Scott Layden,Target Center,Timberwolves
